epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
152,13046.1,0.41407,0.24661,1.04851,0.00688,0.98454,0.99141,0.99411,0.9615,0.2728,0.15254,0.97278,0.00239,0.00298979,0.00298979,0.00298979
153,13131.8,0.414,0.24309,1.04832,0.00636,0.9855,0.99188,0.99406,0.9628,0.2711,0.15134,0.97054,0.00248,0.00297012,0.00297012,0.00297012
154,13217.4,0.41222,0.24068,1.05954,0.00696,0.98838,0.99307,0.99396,0.96256,0.27132,0.15123,0.97119,0.00279,0.00295046,0.00295046,0.00295046
155,13302.8,0.40699,0.23649,1.05493,0.0065,0.98665,0.99319,0.99403,0.96119,0.27135,0.15018,0.97278,0.00235,0.00293079,0.00293079,0.00293079
156,13388.4,0.41423,0.24423,1.05654,0.00652,0.98701,0.99027,0.99407,0.96234,0.27277,0.15151,0.97623,0.00288,0.00291112,0.00291112,0.00291112
157,13474,0.41188,0.23947,1.06078,0.00646,0.98821,0.99222,0.99385,0.96287,0.2731,0.15059,0.98172,0.00248,0.00289146,0.00289146,0.00289146
158,13559.6,0.40548,0.2395,1.05348,0.00649,0.98645,0.99156,0.99406,0.9627,0.27304,0.14915,0.97768,0.00277,0.00287179,0.00287179,0.00287179
159,13645,0.41496,0.2423,1.04722,0.00683,0.98575,0.99222,0.9942,0.96279,0.27093,0.14795,0.97448,0.00298,0.00285213,0.00285213,0.00285213
160,13730.7,0.40683,0.2364,1.04991,0.00629,0.98416,0.99222,0.99419,0.96289,0.27013,0.14598,0.97133,0.00265,0.00283246,0.00283246,0.00283246
161,13816.2,0.41502,0.24315,1.05621,0.00644,0.98551,0.99274,0.99408,0.96309,0.271,0.14752,0.97277,0.00269,0.0028128,0.0028128,0.0028128
162,13902.3,0.41366,0.24167,1.04639,0.00703,0.98645,0.99138,0.99406,0.96326,0.27294,0.14746,0.97562,0.00254,0.00279313,0.00279313,0.00279313
163,13988.1,0.4038,0.23176,1.05143,0.00671,0.98551,0.99249,0.99415,0.96505,0.27306,0.14795,0.97463,0.00243,0.00277346,0.00277346,0.00277346
164,14074,0.40483,0.23538,1.04673,0.00581,0.98551,0.99222,0.99413,0.96483,0.27124,0.14796,0.97162,0.00266,0.0027538,0.0027538,0.0027538
165,14159.9,0.40578,0.23556,1.04955,0.00648,0.98452,0.99009,0.99413,0.96358,0.27033,0.14661,0.96943,0.00262,0.00273413,0.00273413,0.00273413
166,14245.5,0.40589,0.2393,1.05007,0.00646,0.9845,0.98849,0.9941,0.96368,0.26925,0.14671,0.96854,0.00266,0.00271447,0.00271447,0.00271447
167,14331.3,0.41035,0.23367,1.04845,0.00662,0.98554,0.98833,0.99402,0.9648,0.26728,0.14664,0.96602,0.00228,0.0026948,0.0026948,0.0026948
168,14417.3,0.41025,0.23561,1.0497,0.00664,0.98594,0.99027,0.99379,0.96451,0.26847,0.14653,0.96793,0.00237,0.00267514,0.00267514,0.00267514
169,14503.2,0.40638,0.23644,1.05596,0.00615,0.98643,0.99,0.99377,0.96247,0.26972,0.14643,0.96879,0.00256,0.00265547,0.00265547,0.00265547
170,14589.3,0.40916,0.23934,1.04492,0.00665,0.98565,0.9893,0.99389,0.96369,0.26988,0.14694,0.97053,0.00248,0.0026358,0.0026358,0.0026358
171,14675,0.40477,0.23872,1.04388,0.00609,0.98773,0.98735,0.99397,0.96388,0.26935,0.14683,0.96805,0.00249,0.00261614,0.00261614,0.00261614
172,14760.9,0.39986,0.23006,1.04055,0.006,0.98667,0.9893,0.99395,0.96386,0.26896,0.14784,0.96842,0.00284,0.00259647,0.00259647,0.00259647
173,14847,0.40842,0.23592,1.05318,0.00621,0.98643,0.99003,0.99399,0.96496,0.26921,0.14581,0.96831,0.00287,0.00257681,0.00257681,0.00257681
174,14932.7,0.40542,0.23853,1.0486,0.00605,0.98535,0.99222,0.99409,0.96393,0.26936,0.14646,0.96945,0.00224,0.00255714,0.00255714,0.00255714
175,15018.5,0.4039,0.23323,1.05168,0.00665,0.98361,0.99222,0.99417,0.96362,0.27125,0.1481,0.97257,0.00276,0.00253748,0.00253748,0.00253748
176,15104.2,0.40792,0.23804,1.04709,0.00625,0.98359,0.99134,0.99419,0.96293,0.27014,0.14715,0.97276,0.0026,0.00251781,0.00251781,0.00251781
177,15190,0.40543,0.23467,1.0451,0.00662,0.98511,0.9893,0.99415,0.96374,0.27011,0.14708,0.97188,0.00254,0.00249814,0.00249814,0.00249814
178,15275.8,0.40275,0.23242,1.0524,0.00625,0.98548,0.99043,0.99419,0.96259,0.27168,0.14675,0.97332,0.00247,0.00247848,0.00247848,0.00247848
179,15361.5,0.40364,0.23409,1.04122,0.00615,0.98454,0.99112,0.99419,0.96385,0.27353,0.14851,0.97522,0.0024,0.00245881,0.00245881,0.00245881
180,15447.2,0.40597,0.23579,1.03734,0.00552,0.98549,0.991,0.99413,0.96348,0.27349,0.14845,0.97401,0.00248,0.00243915,0.00243915,0.00243915
181,15533.3,0.40581,0.23162,1.04997,0.00608,0.98644,0.99085,0.99419,0.96394,0.27193,0.14709,0.97329,0.00239,0.00241948,0.00241948,0.00241948
182,15619,0.40612,0.23501,1.03896,0.00581,0.98516,0.99222,0.99413,0.96259,0.27059,0.14728,0.97227,0.0025,0.00239982,0.00239982,0.00239982
183,15704.7,0.39939,0.23401,1.04374,0.00631,0.98267,0.99297,0.994,0.96182,0.27135,0.14829,0.97091,0.00268,0.00238015,0.00238015,0.00238015
184,15790.7,0.39895,0.23098,1.04609,0.00562,0.98266,0.99209,0.99382,0.96298,0.26966,0.14778,0.96974,0.00247,0.00236048,0.00236048,0.00236048
185,15876.7,0.39798,0.23146,1.03847,0.00566,0.9817,0.9915,0.99391,0.96412,0.2685,0.14704,0.96801,0.00295,0.00234082,0.00234082,0.00234082
186,15962.8,0.39785,0.23314,1.04561,0.00547,0.98247,0.99222,0.99382,0.9635,0.26702,0.14661,0.96648,0.0025,0.00232115,0.00232115,0.00232115
187,16048.8,0.40201,0.23269,1.04105,0.00605,0.98093,0.99416,0.99377,0.96464,0.26754,0.14667,0.96702,0.00253,0.00230149,0.00230149,0.00230149
188,16135,0.3949,0.22708,1.04465,0.00565,0.98084,0.99514,0.99381,0.96337,0.26669,0.14648,0.96707,0.00252,0.00228182,0.00228182,0.00228182
189,16221.3,0.3994,0.22638,1.04791,0.00537,0.98267,0.99258,0.99389,0.96339,0.26695,0.14581,0.96613,0.00249,0.00226216,0.00226216,0.00226216
190,16307.2,0.3947,0.22477,1.03766,0.00562,0.97977,0.99416,0.99393,0.96347,0.26591,0.14456,0.96487,0.00243,0.00224249,0.00224249,0.00224249
191,16393.2,0.39466,0.22739,1.0321,0.00561,0.97981,0.99416,0.9939,0.96396,0.26584,0.14445,0.96585,0.00264,0.00222282,0.00222282,0.00222282
192,16478.8,0.39292,0.22336,1.03834,0.00605,0.98404,0.99027,0.99396,0.96397,0.26747,0.14319,0.96887,0.00286,0.00220316,0.00220316,0.00220316
193,16564.6,0.39449,0.22733,1.02508,0.00562,0.98488,0.99125,0.99397,0.96284,0.26868,0.14298,0.97156,0.00294,0.00218349,0.00218349,0.00218349
194,16650.6,0.38765,0.22074,1.03555,0.0053,0.98453,0.99057,0.99393,0.96412,0.26731,0.14294,0.96927,0.00276,0.00216383,0.00216383,0.00216383
195,16736.3,0.39172,0.22607,1.03884,0.00616,0.9808,0.99405,0.99391,0.96414,0.26613,0.1422,0.96717,0.00257,0.00214416,0.00214416,0.00214416
196,16822.5,0.39629,0.22905,1.03435,0.0063,0.98263,0.99064,0.99395,0.964,0.26565,0.14175,0.96669,0.00248,0.0021245,0.0021245,0.0021245
197,16908.6,0.39989,0.22758,1.03709,0.00615,0.98077,0.99222,0.99397,0.96472,0.26644,0.14241,0.96733,0.00237,0.00210483,0.00210483,0.00210483
198,16994.6,0.38818,0.22317,1.03261,0.00638,0.98111,0.99222,0.99398,0.96485,0.26603,0.14292,0.96545,0.00248,0.00208516,0.00208516,0.00208516
199,17080.4,0.3923,0.22488,1.04236,0.0057,0.98079,0.99353,0.99393,0.96571,0.26626,0.14167,0.96512,0.00266,0.0020655,0.0020655,0.0020655
200,17166.6,0.39684,0.22436,1.04509,0.00532,0.9808,0.99369,0.99393,0.96482,0.26592,0.14328,0.966,0.00263,0.00204583,0.00204583,0.00204583
201,17252.7,0.3895,0.22229,1.02841,0.00501,0.98132,0.99319,0.99394,0.96377,0.26555,0.14216,0.96658,0.00244,0.00202617,0.00202617,0.00202617
202,17338.7,0.39151,0.22295,1.04463,0.00634,0.98152,0.99319,0.99394,0.96466,0.2667,0.14198,0.96742,0.00246,0.0020065,0.0020065,0.0020065
203,17424.6,0.38932,0.22456,1.02884,0.00533,0.98173,0.99318,0.99392,0.96476,0.26619,0.14231,0.96767,0.00239,0.00198684,0.00198684,0.00198684
204,17510.7,0.38315,0.21794,1.02275,0.00526,0.98212,0.99319,0.99392,0.96374,0.26611,0.14216,0.96642,0.00242,0.00196717,0.00196717,0.00196717
205,17596.3,0.39396,0.22751,1.03507,0.00576,0.98111,0.99222,0.99392,0.96349,0.26612,0.14055,0.96664,0.00261,0.0019475,0.0019475,0.0019475
206,17682.2,0.38378,0.21993,1.02878,0.00628,0.98356,0.9896,0.99384,0.96255,0.26558,0.14013,0.96588,0.00237,0.00192784,0.00192784,0.00192784
207,17768,0.38518,0.21926,1.02777,0.00591,0.98452,0.98966,0.99386,0.96266,0.26559,0.14053,0.96579,0.00241,0.00190817,0.00190817,0.00190817
208,17853.9,0.38569,0.22123,1.02698,0.00574,0.98264,0.99133,0.99389,0.96357,0.26584,0.14133,0.96645,0.00245,0.00188851,0.00188851,0.00188851
209,17939.7,0.3878,0.22035,1.01931,0.00534,0.98237,0.99222,0.99394,0.96457,0.26613,0.1419,0.96556,0.00248,0.00186884,0.00186884,0.00186884
210,18025.6,0.38297,0.22068,1.0264,0.00525,0.98266,0.99253,0.99391,0.96444,0.265,0.14185,0.96453,0.00239,0.00184918,0.00184918,0.00184918
211,18111.4,0.38065,0.21568,1.02521,0.0059,0.98603,0.99319,0.99393,0.96465,0.26528,0.14138,0.96415,0.00245,0.00182951,0.00182951,0.00182951
212,18197.2,0.39403,0.22494,1.03157,0.00582,0.98646,0.99231,0.9939,0.96485,0.26469,0.14125,0.96277,0.00273,0.00180984,0.00180984,0.00180984
213,18282.9,0.38013,0.21433,1.02636,0.00581,0.98624,0.99222,0.99391,0.96475,0.26489,0.14115,0.96263,0.00298,0.00179018,0.00179018,0.00179018
214,18368.5,0.38659,0.21839,1.02734,0.00541,0.98547,0.99222,0.99398,0.9639,0.26451,0.14137,0.96236,0.003,0.00177051,0.00177051,0.00177051
215,18454.2,0.38493,0.22171,1.03308,0.00572,0.98443,0.99222,0.994,0.96393,0.2644,0.14134,0.96228,0.00301,0.00175085,0.00175085,0.00175085
216,18540.2,0.38478,0.22018,1.02426,0.00541,0.98443,0.99222,0.99393,0.96476,0.2643,0.14163,0.96262,0.00293,0.00173118,0.00173118,0.00173118
217,18625.9,0.38196,0.21954,1.01909,0.00506,0.9855,0.99169,0.99395,0.96342,0.26432,0.14127,0.96236,0.00307,0.00171151,0.00171151,0.00171151
218,18712.1,0.38397,0.22122,1.02996,0.00526,0.98549,0.99085,0.994,0.96461,0.26404,0.14069,0.96143,0.00269,0.00169185,0.00169185,0.00169185
219,18797.7,0.37902,0.21881,1.02278,0.00496,0.98453,0.99125,0.99399,0.96475,0.26343,0.14099,0.96015,0.00237,0.00167218,0.00167218,0.00167218
220,18883.5,0.38099,0.21852,1.02156,0.00493,0.98469,0.99125,0.99395,0.96557,0.26326,0.14126,0.95972,0.0024,0.00165252,0.00165252,0.00165252
221,18969.4,0.38348,0.22031,1.02893,0.0056,0.98361,0.99222,0.99399,0.96455,0.26307,0.14058,0.96032,0.00233,0.00163285,0.00163285,0.00163285
222,19055.6,0.38238,0.21861,1.02039,0.00577,0.98341,0.99222,0.99398,0.96497,0.26335,0.14134,0.96122,0.00236,0.00161319,0.00161319,0.00161319
223,19141.8,0.38035,0.21943,1.01624,0.00496,0.98212,0.99222,0.994,0.96589,0.26346,0.14125,0.96182,0.00257,0.00159352,0.00159352,0.00159352
224,19227.8,0.38396,0.2188,1.02474,0.00501,0.98269,0.99386,0.99394,0.96531,0.26366,0.14171,0.96125,0.0024,0.00157385,0.00157385,0.00157385
225,19314.1,0.38791,0.22114,1.02165,0.00546,0.9841,0.99319,0.99394,0.96621,0.26401,0.14234,0.9627,0.00231,0.00155419,0.00155419,0.00155419
226,19399.9,0.37754,0.2152,1.02034,0.00566,0.98456,0.9928,0.99394,0.96621,0.2633,0.14152,0.96219,0.00233,0.00153452,0.00153452,0.00153452
227,19485.9,0.38349,0.21899,1.02272,0.00549,0.98242,0.99416,0.99392,0.96625,0.26328,0.14038,0.96243,0.00233,0.00151486,0.00151486,0.00151486
228,19571.6,0.38258,0.2178,1.03019,0.00555,0.9827,0.99462,0.99393,0.96517,0.26308,0.14007,0.96217,0.00237,0.00149519,0.00149519,0.00149519
229,19657.6,0.37622,0.21812,1.01556,0.00564,0.9817,0.99514,0.99393,0.96617,0.263,0.13982,0.96213,0.00227,0.00147553,0.00147553,0.00147553
230,19743.8,0.37522,0.21616,1.01452,0.00479,0.98176,0.995,0.99397,0.96615,0.26227,0.13935,0.96125,0.00228,0.00145586,0.00145586,0.00145586
231,19829.8,0.37612,0.21378,1.01558,0.00491,0.98129,0.99416,0.99397,0.96614,0.26235,0.13957,0.96118,0.00228,0.00143619,0.00143619,0.00143619
232,19916.2,0.3769,0.21638,1.01738,0.0053,0.98268,0.99372,0.99396,0.96611,0.26177,0.13981,0.96026,0.00225,0.00141653,0.00141653,0.00141653
233,20002.1,0.38406,0.22088,1.01852,0.00524,0.98151,0.99416,0.99398,0.96509,0.2617,0.13954,0.96043,0.00224,0.00139686,0.00139686,0.00139686
234,20088,0.38443,0.21798,1.02605,0.00531,0.98121,0.99416,0.99393,0.96504,0.26171,0.14004,0.9607,0.00225,0.0013772,0.0013772,0.0013772
235,20173.6,0.38054,0.21561,1.01713,0.00523,0.98172,0.9926,0.99393,0.96492,0.26176,0.13982,0.96044,0.00232,0.00135753,0.00135753,0.00135753
236,20259.4,0.36897,0.21063,1.01108,0.0044,0.98133,0.99319,0.99393,0.96483,0.26202,0.13913,0.96037,0.00233,0.00133787,0.00133787,0.00133787
237,20345.3,0.37149,0.20978,1.02106,0.00522,0.98264,0.99133,0.99391,0.96497,0.26216,0.1394,0.96041,0.00234,0.0013182,0.0013182,0.0013182
238,20431.1,0.37592,0.20932,1.01199,0.00507,0.984,0.9893,0.99389,0.96496,0.26205,0.139,0.96046,0.00235,0.00129853,0.00129853,0.00129853
239,20516.7,0.37769,0.21196,1.01517,0.0053,0.98474,0.99027,0.99391,0.96371,0.262,0.13894,0.96053,0.00238,0.00127887,0.00127887,0.00127887
240,20602.6,0.37254,0.20889,1.01594,0.00517,0.98517,0.99027,0.9939,0.96394,0.26233,0.13926,0.96072,0.00233,0.0012592,0.0012592,0.0012592
241,20688.7,0.37347,0.2085,1.01268,0.005,0.98532,0.99027,0.99391,0.96475,0.26214,0.13949,0.96087,0.00232,0.00123954,0.00123954,0.00123954
242,20774.5,0.3707,0.21117,1.01153,0.00522,0.9873,0.9893,0.99388,0.96563,0.26215,0.13966,0.96158,0.00231,0.00121987,0.00121987,0.00121987
243,20860.5,0.37475,0.21353,1.01277,0.00516,0.98748,0.9893,0.99387,0.96523,0.26188,0.13878,0.9617,0.00232,0.00120021,0.00120021,0.00120021
244,20946.6,0.37174,0.21248,1.01229,0.00535,0.98762,0.9893,0.99382,0.96464,0.26186,0.13844,0.96203,0.0025,0.00118054,0.00118054,0.00118054
245,21032.5,0.36726,0.2085,1.00841,0.00474,0.98739,0.9893,0.99381,0.96539,0.262,0.13849,0.96248,0.00255,0.00116087,0.00116087,0.00116087
246,21118.3,0.3696,0.20769,1.0119,0.0052,0.98659,0.9893,0.9938,0.9654,0.26196,0.13812,0.96349,0.00254,0.00114121,0.00114121,0.00114121
247,21204.3,0.37166,0.21108,1.01201,0.00531,0.98723,0.98833,0.99378,0.96523,0.26164,0.13831,0.96356,0.00251,0.00112154,0.00112154,0.00112154
248,21290.3,0.37204,0.20636,1.00764,0.00514,0.98717,0.98833,0.99378,0.96559,0.26124,0.13777,0.96349,0.00252,0.00110188,0.00110188,0.00110188
249,21376.1,0.37093,0.21017,1.02336,0.00563,0.98738,0.98922,0.99378,0.9655,0.26113,0.13808,0.96341,0.00255,0.00108221,0.00108221,0.00108221
250,21462.3,0.37297,0.21124,1.01365,0.00503,0.98739,0.99017,0.99382,0.96558,0.26063,0.13777,0.9633,0.00251,0.00106255,0.00106255,0.00106255
251,21548.3,0.36727,0.21063,1.00638,0.00504,0.98738,0.98971,0.99382,0.96558,0.26039,0.1375,0.96256,0.00275,0.00104288,0.00104288,0.00104288
252,21634.3,0.36599,0.20803,1.00889,0.00495,0.98729,0.9893,0.9938,0.96541,0.26063,0.13742,0.96275,0.00268,0.00102321,0.00102321,0.00102321
253,21720.1,0.37519,0.21097,1.01098,0.00538,0.98714,0.9893,0.99376,0.96528,0.26034,0.13734,0.96245,0.00242,0.00100355,0.00100355,0.00100355
254,21806.1,0.36667,0.20866,1.00598,0.00499,0.9872,0.9893,0.99377,0.96508,0.26035,0.1373,0.96205,0.00234,0.000983883,0.000983883,0.000983883
255,21892.1,0.36519,0.20692,1.01548,0.00527,0.98724,0.9893,0.99381,0.96518,0.26059,0.13763,0.96202,0.00231,0.000964217,0.000964217,0.000964217
256,21978.9,0.36944,0.20537,1.0055,0.00491,0.98724,0.9893,0.99382,0.96505,0.26056,0.13718,0.96222,0.00235,0.000944551,0.000944551,0.000944551
257,22065.2,0.36868,0.20869,1.00279,0.0048,0.98716,0.9893,0.99382,0.96505,0.2606,0.13725,0.96278,0.00234,0.000924886,0.000924886,0.000924886
258,22151.4,0.36703,0.20519,1.00765,0.00531,0.98739,0.98992,0.99384,0.96537,0.26053,0.13741,0.96278,0.00233,0.00090522,0.00090522,0.00090522
259,22237.5,0.36744,0.20297,1.00813,0.00511,0.98739,0.99017,0.99383,0.96536,0.26088,0.13744,0.96283,0.0023,0.000885554,0.000885554,0.000885554
260,22323.6,0.36789,0.20624,1.00814,0.00496,0.98708,0.99027,0.99385,0.96538,0.26062,0.13751,0.96286,0.0023,0.000865888,0.000865888,0.000865888
261,22409.6,0.36832,0.20841,1.00373,0.00506,0.9874,0.99081,0.99385,0.96526,0.26086,0.13763,0.96324,0.00229,0.000846223,0.000846223,0.000846223
262,22495.5,0.36813,0.20601,1.0079,0.00434,0.9874,0.99094,0.99384,0.96523,0.26076,0.1377,0.96324,0.00225,0.000826557,0.000826557,0.000826557
263,22581.5,0.35353,0.19941,0.99996,0.00489,0.9874,0.99117,0.99385,0.96534,0.26073,0.13729,0.9631,0.00223,0.000806891,0.000806891,0.000806891
264,22667.5,0.35949,0.2022,0.99854,0.00465,0.9874,0.99124,0.99386,0.96548,0.26056,0.13689,0.96281,0.00223,0.000787225,0.000787225,0.000787225
265,22753.4,0.36672,0.20382,1.0127,0.00485,0.9874,0.99067,0.99387,0.9654,0.26052,0.13683,0.9627,0.00225,0.00076756,0.00076756,0.00076756
266,22839.2,0.36271,0.20413,1.01146,0.00517,0.98685,0.99027,0.99387,0.96539,0.26012,0.13701,0.96211,0.00228,0.000747894,0.000747894,0.000747894
267,22925.7,0.36027,0.20233,1.00376,0.00447,0.98644,0.99072,0.99386,0.96452,0.26031,0.13734,0.96236,0.00232,0.000728228,0.000728228,0.000728228
268,23011.9,0.36256,0.20507,1.01079,0.00504,0.98644,0.99071,0.99386,0.9654,0.26023,0.13741,0.96245,0.00252,0.000708562,0.000708562,0.000708562
269,23098.4,0.36615,0.20476,1.00224,0.0047,0.98632,0.99125,0.99385,0.9655,0.26012,0.1369,0.96237,0.00255,0.000688897,0.000688897,0.000688897
270,23184.4,0.36715,0.20695,1.00154,0.00461,0.98689,0.99125,0.99387,0.96558,0.26003,0.13717,0.96184,0.00251,0.000669231,0.000669231,0.000669231
271,23271,0.35754,0.20007,0.99718,0.00478,0.98645,0.99127,0.99388,0.9655,0.26021,0.13703,0.962,0.0026,0.000649565,0.000649565,0.000649565
272,23356.9,0.36286,0.20113,1.00793,0.00451,0.98645,0.99178,0.99387,0.96566,0.26011,0.13709,0.96183,0.00248,0.000629899,0.000629899,0.000629899
273,23443,0.36223,0.20538,0.99687,0.00461,0.98645,0.99173,0.99388,0.96565,0.25997,0.13728,0.96148,0.00245,0.000610234,0.000610234,0.000610234
274,23528.9,0.35958,0.20233,1.00296,0.00431,0.98645,0.99171,0.99386,0.96558,0.25979,0.13746,0.96134,0.00244,0.000590568,0.000590568,0.000590568
275,23614.8,0.35664,0.19971,0.99855,0.00468,0.98645,0.99177,0.99386,0.96582,0.2597,0.13651,0.96112,0.00244,0.000570902,0.000570902,0.000570902
276,23700.7,0.36209,0.20322,1.00147,0.00485,0.98645,0.99169,0.99385,0.96538,0.25954,0.13672,0.96113,0.00245,0.000551237,0.000551237,0.000551237
277,23786.8,0.36173,0.20271,1.00728,0.00495,0.98645,0.99162,0.99385,0.9658,0.25945,0.13651,0.96087,0.00246,0.000531571,0.000531571,0.000531571
278,23872.5,0.35627,0.19932,0.99419,0.00455,0.98645,0.99156,0.99384,0.96582,0.25951,0.13646,0.96086,0.00247,0.000511905,0.000511905,0.000511905
279,23958.7,0.36189,0.20226,0.99717,0.00472,0.98645,0.99147,0.99386,0.96579,0.25928,0.13647,0.96064,0.00249,0.000492239,0.000492239,0.000492239
280,24044.9,0.35214,0.19607,0.99351,0.0042,0.98645,0.99133,0.99384,0.96581,0.25923,0.13638,0.96039,0.00251,0.000472574,0.000472574,0.000472574
281,24130.7,0.3572,0.19939,0.99956,0.00434,0.98645,0.99128,0.99384,0.96574,0.25909,0.13663,0.96037,0.00254,0.000452908,0.000452908,0.000452908
282,24216.8,0.35373,0.19887,1.00057,0.00456,0.98645,0.99138,0.99384,0.96564,0.25932,0.13663,0.96029,0.00254,0.000433242,0.000433242,0.000433242
283,24303,0.3565,0.20041,0.99811,0.00435,0.98645,0.99149,0.99383,0.96551,0.2593,0.13642,0.9601,0.00245,0.000413576,0.000413576,0.000413576
284,24389,0.359,0.20211,0.9963,0.00469,0.98645,0.99163,0.99383,0.96546,0.25938,0.13635,0.96004,0.00251,0.000393911,0.000393911,0.000393911
285,24474.7,0.36141,0.19905,1.00107,0.00469,0.98645,0.99163,0.99382,0.96546,0.25924,0.13623,0.9597,0.00246,0.000374245,0.000374245,0.000374245
286,24560.6,0.3541,0.19675,0.99971,0.00409,0.98645,0.9916,0.9938,0.96535,0.25896,0.13589,0.95955,0.00246,0.000354579,0.000354579,0.000354579
287,24646.6,0.35401,0.19648,0.99321,0.00411,0.98645,0.99161,0.9938,0.96523,0.25895,0.13598,0.95952,0.00248,0.000334913,0.000334913,0.000334913
288,24732.5,0.35366,0.19647,0.99473,0.00495,0.98646,0.99203,0.99379,0.96547,0.25886,0.13618,0.95956,0.0025,0.000315248,0.000315248,0.000315248
289,24818.1,0.35773,0.19906,1.00023,0.00454,0.98646,0.9921,0.99379,0.96541,0.25887,0.13592,0.95946,0.00252,0.000295582,0.000295582,0.000295582
290,24904.2,0.3501,0.19553,0.99483,0.00488,0.98628,0.99222,0.9938,0.96536,0.25888,0.1358,0.95948,0.00258,0.000275916,0.000275916,0.000275916
291,24991.9,0.26585,0.14107,0.94751,0.00265,0.98588,0.99222,0.9938,0.96545,0.2592,0.13579,0.95968,0.00262,0.000256251,0.000256251,0.000256251
292,25077.6,0.26326,0.13871,0.94639,0.00236,0.98574,0.99222,0.99379,0.96545,0.25908,0.13576,0.95941,0.00265,0.000236585,0.000236585,0.000236585
293,25163.6,0.26266,0.13748,0.94695,0.0024,0.98577,0.99222,0.99379,0.96557,0.25891,0.13594,0.95932,0.00263,0.000216919,0.000216919,0.000216919
294,25249.2,0.26087,0.13804,0.94677,0.00242,0.98576,0.99222,0.99377,0.96558,0.25902,0.13612,0.95935,0.00257,0.000197253,0.000197253,0.000197253
295,25335.3,0.26202,0.13902,0.94359,0.00215,0.98574,0.99222,0.99379,0.96561,0.25903,0.13647,0.95935,0.00249,0.000177588,0.000177588,0.000177588
296,25421.1,0.25778,0.13625,0.94122,0.00224,0.98569,0.99222,0.99379,0.96558,0.25905,0.13642,0.95915,0.00246,0.000157922,0.000157922,0.000157922
297,25507.1,0.2579,0.1351,0.94018,0.00247,0.98566,0.99222,0.99379,0.96568,0.25897,0.13641,0.95908,0.00243,0.000138256,0.000138256,0.000138256
298,25592.6,0.2581,0.13702,0.94244,0.0023,0.9857,0.99222,0.99379,0.96559,0.25881,0.13644,0.95931,0.00237,0.00011859,0.00011859,0.00011859
299,25678.5,0.26317,0.13731,0.95457,0.00232,0.98571,0.99222,0.99379,0.96568,0.25882,0.13622,0.95939,0.00235,9.89246e-05,9.89246e-05,9.89246e-05
300,25764.1,0.257,0.13403,0.94028,0.00234,0.98611,0.99222,0.99378,0.96558,0.25894,0.13625,0.95938,0.00236,7.92589e-05,7.92589e-05,7.92589e-05
