epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,2416.47,0.11368,0.09836,0.7575,0.99408,0.9936,0.99488,0.85379,0.64124,0.34552,0.84989,0.000182011,0.000182011,0.000182011
140,2433.74,0.11374,0.09814,0.75754,0.99408,0.99379,0.99488,0.85013,0.64581,0.33897,0.85081,0.000180908,0.000180908,0.000180908
141,2450.94,0.11318,0.0983,0.75705,0.99408,0.99373,0.99488,0.85409,0.64286,0.34261,0.85081,0.000179805,0.000179805,0.000179805
142,2468.22,0.11178,0.09625,0.75837,0.99408,0.99376,0.99488,0.84701,0.64911,0.34619,0.85146,0.000178703,0.000178703,0.000178703
143,2485.48,0.11426,0.09786,0.758,0.99408,0.99366,0.99488,0.85369,0.63809,0.3438,0.84864,0.0001776,0.0001776,0.0001776
144,2502.66,0.11134,0.09637,0.7573,0.99408,0.99369,0.99488,0.84652,0.64386,0.34385,0.85029,0.000176497,0.000176497,0.000176497
145,2519.82,0.11248,0.09655,0.75815,0.99408,0.99379,0.99494,0.85303,0.64201,0.34365,0.85001,0.000175394,0.000175394,0.000175394
146,2537.16,0.10975,0.09574,0.75774,0.99408,0.99375,0.99488,0.84871,0.64567,0.33907,0.84964,0.000174291,0.000174291,0.000174291
147,2554.42,0.11025,0.09456,0.75737,0.99408,0.99371,0.99494,0.85352,0.6472,0.33363,0.85,0.000173188,0.000173188,0.000173188
148,2571.61,0.10933,0.09505,0.75748,0.99408,0.99383,0.99488,0.84584,0.64872,0.34364,0.85071,0.000172085,0.000172085,0.000172085
149,2588.79,0.10977,0.09492,0.75766,0.99408,0.99391,0.99494,0.85816,0.6409,0.33945,0.84814,0.000170982,0.000170982,0.000170982
150,2606.05,0.11003,0.09329,0.75752,0.99408,0.99381,0.99488,0.85011,0.64362,0.33846,0.84887,0.000169879,0.000169879,0.000169879
151,2623.27,0.10943,0.09424,0.75709,0.99408,0.99364,0.99494,0.84788,0.64132,0.33983,0.84862,0.000168777,0.000168777,0.000168777
152,2640.45,0.11007,0.09438,0.75836,0.99408,0.99372,0.99482,0.84542,0.64531,0.34311,0.85025,0.000167674,0.000167674,0.000167674
153,2657.63,0.10841,0.09161,0.75722,0.99408,0.99385,0.99476,0.85173,0.65017,0.34596,0.85341,0.000166571,0.000166571,0.000166571
154,2674.83,0.10712,0.09307,0.75788,0.99404,0.99408,0.99476,0.8529,0.64546,0.34419,0.85198,0.000165468,0.000165468,0.000165468
155,2691.99,0.10873,0.09281,0.75768,0.99408,0.99391,0.99482,0.84506,0.64726,0.34597,0.8524,0.000164365,0.000164365,0.000164365
156,2709.22,0.10945,0.09402,0.75761,0.99408,0.99386,0.99482,0.85265,0.64592,0.34281,0.85237,0.000163262,0.000163262,0.000163262
157,2726.54,0.10849,0.09281,0.75757,0.99408,0.9937,0.99488,0.84684,0.64582,0.34114,0.85166,0.000162159,0.000162159,0.000162159
158,2743.79,0.10642,0.09272,0.75654,0.99408,0.99376,0.99482,0.84952,0.64788,0.34175,0.85358,0.000161056,0.000161056,0.000161056
159,2760.99,0.10822,0.09217,0.7574,0.99408,0.99386,0.99476,0.85355,0.64674,0.33956,0.85254,0.000159953,0.000159953,0.000159953
160,2778.17,0.11032,0.09307,0.75693,0.99408,0.99377,0.99488,0.85564,0.63836,0.33575,0.85076,0.00015885,0.00015885,0.00015885
161,2795.35,0.10866,0.09293,0.75799,0.99408,0.99382,0.99488,0.84915,0.6449,0.34093,0.85281,0.000157748,0.000157748,0.000157748
162,2812.63,0.10599,0.09037,0.75784,0.99408,0.99401,0.99488,0.85183,0.64631,0.34011,0.85079,0.000156645,0.000156645,0.000156645
163,2829.86,0.10563,0.08988,0.75814,0.99408,0.99366,0.99494,0.84677,0.64368,0.33839,0.85089,0.000155542,0.000155542,0.000155542
164,2847.03,0.10298,0.08835,0.75649,0.99408,0.99362,0.99494,0.85028,0.6444,0.34284,0.85073,0.000154439,0.000154439,0.000154439
165,2864.19,0.10514,0.08971,0.75633,0.99408,0.99366,0.99494,0.85538,0.64376,0.3481,0.85162,0.000153336,0.000153336,0.000153336
166,2881.38,0.10551,0.08881,0.75744,0.99408,0.99363,0.99494,0.84747,0.65146,0.34011,0.85327,0.000152233,0.000152233,0.000152233
167,2898.62,0.10292,0.08739,0.75712,0.99408,0.99373,0.99494,0.84275,0.64422,0.33781,0.85203,0.00015113,0.00015113,0.00015113
168,2915.82,0.10489,0.08821,0.757,0.99408,0.99379,0.99494,0.84724,0.64504,0.34206,0.85403,0.000150027,0.000150027,0.000150027
169,2933.06,0.10279,0.08709,0.7565,0.99408,0.99372,0.99494,0.84963,0.64647,0.33762,0.85061,0.000148924,0.000148924,0.000148924
170,2950.22,0.10646,0.08949,0.7572,0.99408,0.99374,0.99494,0.84689,0.64496,0.34214,0.85126,0.000147822,0.000147822,0.000147822
171,2967.53,0.10411,0.08832,0.75783,0.99408,0.994,0.99482,0.84764,0.64213,0.33863,0.85186,0.000146719,0.000146719,0.000146719
172,2984.71,0.10406,0.08848,0.75761,0.99398,0.99408,0.99488,0.85602,0.64624,0.33559,0.85092,0.000145616,0.000145616,0.000145616
173,3001.93,0.10289,0.08742,0.75671,0.99408,0.99404,0.99488,0.84832,0.64255,0.3359,0.85062,0.000144513,0.000144513,0.000144513
174,3019,0.10514,0.08797,0.75701,0.99408,0.99374,0.99494,0.85008,0.64491,0.34497,0.85102,0.00014341,0.00014341,0.00014341
175,3036.16,0.10482,0.0887,0.757,0.99408,0.99373,0.99488,0.84649,0.64167,0.34806,0.85158,0.000142307,0.000142307,0.000142307
176,3053.45,0.10182,0.08669,0.75697,0.99408,0.99399,0.99488,0.84577,0.64283,0.34037,0.8508,0.000141204,0.000141204,0.000141204
177,3070.67,0.10148,0.08609,0.75627,0.99408,0.9939,0.99488,0.8439,0.6447,0.34683,0.85291,0.000140101,0.000140101,0.000140101
178,3087.95,0.10191,0.08641,0.75666,0.99408,0.99382,0.99488,0.84856,0.64356,0.34354,0.85462,0.000138998,0.000138998,0.000138998
179,3105.17,0.10225,0.08713,0.75737,0.99408,0.99387,0.99488,0.84638,0.64726,0.33868,0.85393,0.000137895,0.000137895,0.000137895
180,3122.32,0.09967,0.08468,0.75628,0.99408,0.99386,0.99488,0.8436,0.6451,0.34164,0.85296,0.000136793,0.000136793,0.000136793
