epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,6945.03,0.27873,0.19149,0.79997,0.99393,1,0.99318,0.87636,0.54342,0.24568,0.82054,0.000266876,0.000266876,0.000266876
183,6983.23,0.28003,0.19498,0.80314,0.99412,0.99968,0.99435,0.87936,0.54485,0.24425,0.82155,0.000264689,0.000264689,0.000264689
184,7021.41,0.2791,0.19159,0.80228,0.99412,0.9998,0.99441,0.88037,0.54665,0.2541,0.82158,0.000262502,0.000262502,0.000262502
185,7059.56,0.27922,0.19185,0.8011,0.99362,1,0.99435,0.87614,0.54285,0.24457,0.82042,0.000260315,0.000260315,0.000260315
186,7097.53,0.27619,0.19071,0.80348,0.99412,0.99974,0.99453,0.87959,0.53847,0.24771,0.81897,0.000258128,0.000258128,0.000258128
187,7135.67,0.27277,0.18806,0.79935,0.99376,1,0.99453,0.87974,0.53598,0.24284,0.81922,0.000255941,0.000255941,0.000255941
188,7173.82,0.27113,0.18655,0.79952,0.99382,1,0.99453,0.87578,0.53402,0.23945,0.81886,0.000253754,0.000253754,0.000253754
189,7211.59,0.27589,0.19021,0.80186,0.99387,1,0.99441,0.87965,0.54373,0.24379,0.81871,0.000251567,0.000251567,0.000251567
190,7249.61,0.27681,0.18695,0.80102,0.9938,1,0.994,0.87628,0.5458,0.24552,0.81932,0.00024938,0.00024938,0.00024938
191,7287.67,0.27556,0.19225,0.79997,0.9938,1,0.99453,0.87806,0.54088,0.24371,0.8202,0.000247193,0.000247193,0.000247193
192,7325.63,0.27876,0.19387,0.79712,0.99385,1,0.99459,0.88297,0.53688,0.24273,0.818,0.000245006,0.000245006,0.000245006
193,7363.66,0.27228,0.18739,0.79609,0.99373,1,0.99471,0.87769,0.53907,0.24198,0.8195,0.000242819,0.000242819,0.000242819
194,7401.78,0.27724,0.1874,0.79604,0.99372,1,0.99459,0.88071,0.53814,0.24067,0.81837,0.000240632,0.000240632,0.000240632
195,7439.86,0.27655,0.19181,0.80367,0.99369,1,0.99453,0.88071,0.52853,0.241,0.81738,0.000238445,0.000238445,0.000238445
196,7477.86,0.27078,0.18783,0.80527,0.99358,1,0.99459,0.88128,0.53865,0.24513,0.81832,0.000236258,0.000236258,0.000236258
197,7515.93,0.26491,0.18731,0.7986,0.99375,1,0.99447,0.88136,0.53287,0.2443,0.81762,0.000234071,0.000234071,0.000234071
198,7553.93,0.26995,0.18627,0.79933,0.99387,1,0.99459,0.88002,0.53131,0.24422,0.81781,0.000231885,0.000231885,0.000231885
199,7592.05,0.27,0.18926,0.80257,0.99389,1,0.99465,0.88041,0.53132,0.24304,0.81894,0.000229698,0.000229698,0.000229698
200,7630.11,0.26929,0.18924,0.79928,0.99412,0.99992,0.99459,0.87792,0.54064,0.24635,0.81864,0.000227511,0.000227511,0.000227511
201,7668.1,0.27352,0.18574,0.80116,0.99412,0.9997,0.99471,0.87919,0.54113,0.24812,0.81794,0.000225324,0.000225324,0.000225324
202,7706.25,0.26399,0.18349,0.79932,0.99359,1,0.99441,0.88345,0.53664,0.24604,0.81572,0.000223137,0.000223137,0.000223137
203,7744.3,0.25855,0.18324,0.79864,0.9936,1,0.99447,0.87995,0.54015,0.24632,0.81498,0.00022095,0.00022095,0.00022095
204,7782.25,0.26763,0.18448,0.79925,0.99363,1,0.99441,0.8766,0.53412,0.24651,0.81563,0.000218763,0.000218763,0.000218763
205,7820.35,0.26242,0.18449,0.80043,0.99377,1,0.99435,0.87567,0.54195,0.25168,0.81619,0.000216576,0.000216576,0.000216576
206,7858.42,0.26691,0.18649,0.79923,0.99369,1,0.99394,0.87864,0.53705,0.24074,0.81627,0.000214389,0.000214389,0.000214389
207,7896.41,0.26598,0.18502,0.80178,0.99357,1,0.99341,0.87666,0.53449,0.24243,0.81721,0.000212202,0.000212202,0.000212202
208,7934.31,0.26718,0.18666,0.79777,0.99389,1,0.99412,0.88143,0.53557,0.24458,0.81786,0.000210015,0.000210015,0.000210015
209,7972.51,0.2641,0.18426,0.8013,0.99409,1,0.994,0.8816,0.5364,0.2419,0.82094,0.000207828,0.000207828,0.000207828
210,8010.59,0.26498,0.18437,0.80195,0.99412,0.99971,0.99418,0.88037,0.53276,0.23782,0.81968,0.000205641,0.000205641,0.000205641
211,8048.76,0.26773,0.18486,0.80355,0.99412,0.99996,0.99435,0.87832,0.53409,0.24143,0.82005,0.000203454,0.000203454,0.000203454
212,8086.65,0.26387,0.18252,0.80179,0.99412,0.99981,0.99453,0.88453,0.53983,0.2454,0.82131,0.000201267,0.000201267,0.000201267
213,8124.58,0.26373,0.18311,0.8002,0.99412,0.99983,0.99465,0.88006,0.5328,0.23824,0.8193,0.00019908,0.00019908,0.00019908
214,8162.46,0.2636,0.18214,0.80301,0.99412,0.99971,0.99471,0.8816,0.53562,0.24291,0.81997,0.000196893,0.000196893,0.000196893
215,8200.57,0.26487,0.18565,0.80167,0.99412,0.99994,0.99453,0.87916,0.53267,0.23719,0.8192,0.000194706,0.000194706,0.000194706
216,8238.65,0.25702,0.17955,0.80137,0.99383,1,0.99453,0.87367,0.54172,0.24548,0.81784,0.000192519,0.000192519,0.000192519
217,8276.82,0.25884,0.17761,0.79913,0.99368,1,0.99441,0.87592,0.54248,0.24492,0.81669,0.000190332,0.000190332,0.000190332
218,8314.93,0.25821,0.17923,0.79608,0.99369,1,0.99453,0.87747,0.53782,0.24634,0.81571,0.000188145,0.000188145,0.000188145
219,8352.99,0.25762,0.17896,0.79933,0.99367,1,0.99447,0.87759,0.53622,0.23783,0.81509,0.000185958,0.000185958,0.000185958
220,8390.92,0.25801,0.1808,0.7994,0.99386,1,0.99453,0.88109,0.53447,0.23991,0.81788,0.000183771,0.000183771,0.000183771
221,8428.9,0.25341,0.17776,0.79785,0.99393,1,0.99459,0.87904,0.53302,0.24662,0.81698,0.000181584,0.000181584,0.000181584
222,8466.96,0.25939,0.18028,0.79789,0.99412,0.99983,0.99435,0.88213,0.53306,0.24616,0.81729,0.000179397,0.000179397,0.000179397
223,8505.02,0.25078,0.17683,0.79976,0.99412,0.99987,0.99441,0.87962,0.53365,0.24599,0.81706,0.00017721,0.00017721,0.00017721
224,8543.29,0.2555,0.18137,0.79743,0.99401,1,0.99441,0.88011,0.53826,0.24923,0.81626,0.000175023,0.000175023,0.000175023
225,8581.09,0.25966,0.1809,0.80437,0.99386,1,0.99441,0.87673,0.53926,0.24362,0.81681,0.000172836,0.000172836,0.000172836
226,8618.99,0.25346,0.1778,0.80024,0.99412,0.99991,0.99459,0.8803,0.53763,0.24571,0.81753,0.00017065,0.00017065,0.00017065
227,8657.12,0.24996,0.17532,0.79525,0.99412,0.99972,0.99453,0.88064,0.5435,0.24375,0.81868,0.000168463,0.000168463,0.000168463
228,8695.14,0.25334,0.17984,0.80298,0.99412,0.99968,0.99459,0.88113,0.53666,0.24087,0.81781,0.000166276,0.000166276,0.000166276
229,8733.17,0.25704,0.17994,0.80021,0.99412,0.99973,0.99441,0.88322,0.52921,0.23671,0.81649,0.000164089,0.000164089,0.000164089
230,8771.27,0.25618,0.17963,0.79881,0.99412,0.99975,0.99453,0.88331,0.53248,0.24054,0.81751,0.000161902,0.000161902,0.000161902
231,8809.31,0.25209,0.17553,0.80099,0.99412,0.9999,0.99453,0.8803,0.53449,0.23951,0.81682,0.000159715,0.000159715,0.000159715
232,8847.45,0.2479,0.17613,0.79801,0.99387,1,0.99418,0.87966,0.53745,0.24359,0.81652,0.000157528,0.000157528,0.000157528
233,8885.76,0.2538,0.17767,0.80256,0.99379,1,0.99424,0.8778,0.53828,0.24488,0.81512,0.000155341,0.000155341,0.000155341
234,8923.85,0.25035,0.17671,0.79617,0.99382,1,0.99424,0.87791,0.53843,0.24714,0.81414,0.000153154,0.000153154,0.000153154
235,8961.9,0.25164,0.17496,0.79891,0.9938,1,0.99424,0.87906,0.53292,0.2422,0.81511,0.000150967,0.000150967,0.000150967
236,8999.96,0.24614,0.17385,0.79841,0.994,1,0.99435,0.87942,0.53318,0.24143,0.81701,0.00014878,0.00014878,0.00014878
237,9037.97,0.25099,0.1762,0.79619,0.99412,0.99997,0.99441,0.87982,0.53251,0.24175,0.81629,0.000146593,0.000146593,0.000146593
238,9075.96,0.24968,0.17476,0.79973,0.99399,1,0.99447,0.88266,0.53128,0.24612,0.81514,0.000144406,0.000144406,0.000144406
239,9114.15,0.24457,0.17066,0.7935,0.99395,1,0.99453,0.87941,0.53444,0.24082,0.81573,0.000142219,0.000142219,0.000142219
240,9152.37,0.24268,0.17054,0.80132,0.99387,1,0.99435,0.87871,0.54064,0.23992,0.81437,0.000140032,0.000140032,0.000140032
241,9190.51,0.24268,0.16874,0.79914,0.99382,1,0.99435,0.87687,0.53817,0.2434,0.81607,0.000137845,0.000137845,0.000137845
242,9228.58,0.24464,0.17042,0.80141,0.99389,1,0.99453,0.87868,0.54033,0.23909,0.81848,0.000135658,0.000135658,0.000135658
243,9266.71,0.24424,0.17133,0.79987,0.99384,1,0.99453,0.88244,0.53918,0.2416,0.8184,0.000133471,0.000133471,0.000133471
244,9304.67,0.24906,0.17545,0.79771,0.99393,1,0.99447,0.8811,0.53527,0.24297,0.81731,0.000131284,0.000131284,0.000131284
245,9342.51,0.24607,0.17153,0.79821,0.99412,0.99996,0.99447,0.88169,0.53569,0.2438,0.81779,0.000129097,0.000129097,0.000129097
246,9380.62,0.24785,0.17635,0.80073,0.99412,0.99993,0.99441,0.87862,0.54145,0.24274,0.81831,0.00012691,0.00012691,0.00012691
247,9418.35,0.2428,0.17464,0.79538,0.9939,1,0.99441,0.87548,0.53621,0.24148,0.818,0.000124723,0.000124723,0.000124723
248,9456.36,0.24315,0.17221,0.80066,0.994,1,0.99447,0.87622,0.53585,0.24022,0.81876,0.000122536,0.000122536,0.000122536
249,9494.16,0.23926,0.16998,0.79618,0.99412,0.9998,0.99453,0.87751,0.53574,0.24169,0.81942,0.000120349,0.000120349,0.000120349
250,9531.98,0.24881,0.17129,0.80001,0.99412,0.99981,0.99453,0.87847,0.53158,0.23901,0.81941,0.000118162,0.000118162,0.000118162
251,9570.24,0.24353,0.16838,0.79673,0.99412,0.99979,0.99453,0.88018,0.53096,0.2382,0.81982,0.000115975,0.000115975,0.000115975
252,9608.02,0.24433,0.16869,0.80503,0.99412,0.99967,0.99453,0.8808,0.5323,0.24085,0.82002,0.000113788,0.000113788,0.000113788
253,9645.96,0.23555,0.16833,0.79631,0.99412,0.99965,0.99447,0.88341,0.5328,0.23855,0.82085,0.000111601,0.000111601,0.000111601
254,9684.26,0.24327,0.17166,0.79999,0.99412,0.9997,0.99447,0.87851,0.53379,0.23927,0.82018,0.000109415,0.000109415,0.000109415
255,9722.23,0.23892,0.16976,0.7971,0.99412,0.99977,0.99453,0.88012,0.53301,0.24198,0.82058,0.000107228,0.000107228,0.000107228
256,9760.31,0.24758,0.17124,0.80119,0.99412,0.99985,0.99459,0.87954,0.53601,0.24085,0.82138,0.000105041,0.000105041,0.000105041
257,9798.37,0.24524,0.16699,0.80263,0.99412,0.99981,0.99459,0.88527,0.53802,0.2443,0.82133,0.000102854,0.000102854,0.000102854
258,9836.46,0.23868,0.16804,0.79687,0.99412,0.99987,0.99459,0.87786,0.54106,0.24368,0.82141,0.000100667,0.000100667,0.000100667
259,9874.54,0.2439,0.16795,0.79678,0.99412,0.99979,0.99453,0.87904,0.53874,0.2447,0.82055,9.84797e-05,9.84797e-05,9.84797e-05
260,9912.66,0.23928,0.16614,0.79601,0.99412,0.99975,0.99453,0.8811,0.53984,0.24647,0.81969,9.62927e-05,9.62927e-05,9.62927e-05
261,9950.82,0.23836,0.16561,0.79661,0.99412,0.99975,0.99447,0.87699,0.539,0.24236,0.82035,9.41058e-05,9.41058e-05,9.41058e-05
262,9988.93,0.2402,0.16454,0.79713,0.99412,0.99965,0.99453,0.8787,0.53705,0.24668,0.81984,9.19188e-05,9.19188e-05,9.19188e-05
263,10027.1,0.2366,0.16489,0.79688,0.99412,0.99964,0.99441,0.87791,0.53484,0.24491,0.81822,8.97318e-05,8.97318e-05,8.97318e-05
264,10065.3,0.24183,0.16678,0.79815,0.99412,0.99968,0.99441,0.88064,0.53323,0.24555,0.81766,8.75449e-05,8.75449e-05,8.75449e-05
265,10103.4,0.24051,0.16888,0.79944,0.99412,0.99972,0.99441,0.88108,0.53195,0.2407,0.81798,8.53579e-05,8.53579e-05,8.53579e-05
266,10141.5,0.23784,0.16605,0.79755,0.99412,0.99968,0.99453,0.88016,0.53414,0.23981,0.81866,8.31709e-05,8.31709e-05,8.31709e-05
267,10179.6,0.23244,0.16271,0.79554,0.99412,0.99967,0.99447,0.87875,0.53386,0.24142,0.81824,8.0984e-05,8.0984e-05,8.0984e-05
