epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,2654.79,0.5415,0.28762,0.84663,0.99408,0.99368,0.99482,0.8533,0.60944,0.29435,0.81706,9.79478e-05,9.79478e-05,9.79478e-05
98,2681.82,0.53211,0.27737,0.84956,0.9936,0.98817,0.99482,0.83781,0.63514,0.30325,0.81939,9.74747e-05,9.74747e-05,9.74747e-05
99,2708.84,0.53851,0.28242,0.8533,0.99356,0.98817,0.99471,0.84263,0.62153,0.29559,0.81702,9.70016e-05,9.70016e-05,9.70016e-05
100,2735.9,0.54536,0.29147,0.85254,0.9936,0.98817,0.99453,0.85143,0.59961,0.29579,0.81654,9.65285e-05,9.65285e-05,9.65285e-05
101,2763.03,0.55589,0.29191,0.85515,0.99357,0.98817,0.99477,0.8541,0.61512,0.28922,0.81735,9.60554e-05,9.60554e-05,9.60554e-05
102,2790.01,0.54414,0.28552,0.85647,0.99354,0.98817,0.99482,0.85628,0.59523,0.28917,0.81543,9.55823e-05,9.55823e-05,9.55823e-05
103,2817.03,0.53888,0.2881,0.85196,0.99359,0.98817,0.99482,0.85036,0.62148,0.29106,0.81816,9.51092e-05,9.51092e-05,9.51092e-05
104,2844.03,0.53842,0.27997,0.85085,0.99408,0.99356,0.99488,0.8458,0.63077,0.29078,0.81939,9.4636e-05,9.4636e-05,9.4636e-05
105,2871.1,0.54246,0.295,0.85995,0.99408,0.99372,0.99488,0.85142,0.61353,0.2879,0.81669,9.41629e-05,9.41629e-05,9.41629e-05
106,2898.22,0.54729,0.29309,0.85193,0.99408,0.99361,0.99482,0.85067,0.6205,0.29076,0.81725,9.36898e-05,9.36898e-05,9.36898e-05
107,2925.36,0.54799,0.29188,0.85037,0.99408,0.99347,0.99476,0.84023,0.65197,0.29568,0.82243,9.32167e-05,9.32167e-05,9.32167e-05
108,2952.39,0.52999,0.28296,0.8513,0.99357,0.98817,0.99459,0.83728,0.63504,0.29901,0.81933,9.27436e-05,9.27436e-05,9.27436e-05
109,2979.41,0.5401,0.2902,0.85783,0.99358,0.98817,0.99471,0.84887,0.59525,0.28877,0.816,9.22705e-05,9.22705e-05,9.22705e-05
110,3006.53,0.54208,0.28842,0.84914,0.99353,0.98817,0.99471,0.84596,0.61768,0.29185,0.81775,9.17974e-05,9.17974e-05,9.17974e-05
111,3033.65,0.52858,0.28791,0.84962,0.99355,0.98817,0.99471,0.84968,0.61954,0.28931,0.81781,9.13243e-05,9.13243e-05,9.13243e-05
112,3060.67,0.54953,0.28407,0.85664,0.99358,0.98817,0.99476,0.85793,0.59254,0.29272,0.81494,9.08512e-05,9.08512e-05,9.08512e-05
113,3087.74,0.53827,0.29179,0.8523,0.99355,0.98817,0.99465,0.847,0.6172,0.2937,0.818,9.03781e-05,9.03781e-05,9.03781e-05
114,3114.92,0.53084,0.28317,0.85838,0.99408,0.99351,0.99476,0.8586,0.59593,0.28841,0.81586,8.9905e-05,8.9905e-05,8.9905e-05
115,3142.03,0.53068,0.28161,0.85021,0.99353,0.98817,0.9947,0.85105,0.60518,0.29416,0.8171,8.94318e-05,8.94318e-05,8.94318e-05
116,3169.1,0.53547,0.28899,0.85555,0.99352,0.98817,0.99465,0.8522,0.59201,0.28629,0.81538,8.89587e-05,8.89587e-05,8.89587e-05
117,3196.24,0.53568,0.28572,0.84888,0.99352,0.98817,0.99364,0.84911,0.59754,0.29417,0.81543,8.84856e-05,8.84856e-05,8.84856e-05
118,3223.3,0.52658,0.27615,0.8498,0.99347,0.98817,0.99417,0.85341,0.59833,0.29105,0.81483,8.80125e-05,8.80125e-05,8.80125e-05
119,3250.38,0.5233,0.28241,0.85004,0.99357,0.98817,0.99442,0.85331,0.58888,0.28998,0.81374,8.75394e-05,8.75394e-05,8.75394e-05
120,3277.37,0.53382,0.28402,0.85099,0.99361,0.98817,0.99447,0.85441,0.59059,0.29111,0.81452,8.70663e-05,8.70663e-05,8.70663e-05
121,3304.49,0.52047,0.27967,0.84537,0.9935,0.98817,0.99459,0.85613,0.59942,0.29178,0.81513,8.65932e-05,8.65932e-05,8.65932e-05
122,3331.58,0.53333,0.28574,0.85203,0.9935,0.98817,0.99447,0.85043,0.6116,0.29658,0.81642,8.61201e-05,8.61201e-05,8.61201e-05
123,3358.62,0.54234,0.28482,0.8553,0.99364,0.98817,0.99454,0.85231,0.60253,0.29485,0.817,8.5647e-05,8.5647e-05,8.5647e-05
124,3385.69,0.51231,0.27846,0.84671,0.99352,0.98817,0.99429,0.85872,0.58709,0.29077,0.81416,8.51739e-05,8.51739e-05,8.51739e-05
125,3412.75,0.52444,0.28157,0.85192,0.99355,0.98817,0.99448,0.85372,0.60386,0.2913,0.81527,8.47008e-05,8.47008e-05,8.47008e-05
126,3439.72,0.5214,0.28037,0.85012,0.99368,0.98817,0.99412,0.8605,0.58401,0.28475,0.8139,8.42277e-05,8.42277e-05,8.42277e-05
127,3466.93,0.53015,0.28039,0.8485,0.99346,0.98817,0.99424,0.86151,0.59482,0.28531,0.81573,8.37545e-05,8.37545e-05,8.37545e-05
128,3493.94,0.51598,0.28698,0.85307,0.99345,0.98817,0.99459,0.85467,0.6027,0.28818,0.81602,8.32814e-05,8.32814e-05,8.32814e-05
129,3520.94,0.52656,0.2815,0.84537,0.99345,0.98817,0.99447,0.85653,0.59978,0.28915,0.81659,8.28083e-05,8.28083e-05,8.28083e-05
130,3548.22,0.51881,0.27393,0.84763,0.99346,0.98817,0.99459,0.8527,0.60438,0.28797,0.81563,8.23352e-05,8.23352e-05,8.23352e-05
131,3575.27,0.5155,0.27412,0.84292,0.99344,0.98817,0.99376,0.85309,0.6089,0.29361,0.81577,8.18621e-05,8.18621e-05,8.18621e-05
132,3602.33,0.518,0.2805,0.84777,0.99349,0.98817,0.99423,0.85369,0.61361,0.28904,0.81649,8.1389e-05,8.1389e-05,8.1389e-05
133,3629.48,0.51265,0.27595,0.84631,0.99349,0.98817,0.99423,0.84638,0.61991,0.29303,0.81708,8.09159e-05,8.09159e-05,8.09159e-05
134,3656.56,0.5124,0.27075,0.84482,0.99345,0.98817,0.99459,0.84419,0.60985,0.29478,0.81716,8.04428e-05,8.04428e-05,8.04428e-05
135,3683.58,0.51315,0.27472,0.84141,0.9935,0.98817,0.99447,0.8586,0.5988,0.29022,0.81595,7.99697e-05,7.99697e-05,7.99697e-05
136,3710.65,0.50801,0.2754,0.84641,0.99335,0.98817,0.99482,0.8514,0.6094,0.29017,0.81704,7.94966e-05,7.94966e-05,7.94966e-05
137,3737.85,0.52085,0.28511,0.84705,0.99341,0.98817,0.99453,0.84938,0.60815,0.29079,0.81567,7.90235e-05,7.90235e-05,7.90235e-05
138,3764.93,0.51925,0.27794,0.84914,0.9935,0.98817,0.99411,0.84959,0.60087,0.2969,0.81574,7.85504e-05,7.85504e-05,7.85504e-05
139,3791.98,0.51904,0.2747,0.84858,0.99348,0.98817,0.99459,0.8431,0.61336,0.29231,0.81688,7.80772e-05,7.80772e-05,7.80772e-05
140,3819.05,0.50391,0.2683,0.84136,0.99352,0.98817,0.99453,0.84881,0.6168,0.28698,0.81776,7.76041e-05,7.76041e-05,7.76041e-05
141,3846.08,0.51769,0.28384,0.84951,0.99357,0.98817,0.99447,0.85213,0.6195,0.2897,0.81769,7.7131e-05,7.7131e-05,7.7131e-05
142,3873.18,0.51378,0.27649,0.84546,0.99354,0.98817,0.9947,0.84861,0.63109,0.29546,0.81844,7.66579e-05,7.66579e-05,7.66579e-05
143,3900.26,0.51429,0.27151,0.84587,0.99361,0.98817,0.99459,0.84826,0.60767,0.28794,0.81594,7.61848e-05,7.61848e-05,7.61848e-05
144,3927.39,0.50029,0.26622,0.84145,0.99408,0.99366,0.9947,0.85481,0.60006,0.28465,0.81636,7.57117e-05,7.57117e-05,7.57117e-05
145,3954.48,0.50217,0.27335,0.84245,0.99357,0.98817,0.99447,0.84676,0.61438,0.2959,0.81747,7.52386e-05,7.52386e-05,7.52386e-05
146,3981.57,0.51084,0.27088,0.84485,0.99361,0.98817,0.99441,0.84815,0.61478,0.2957,0.81772,7.47655e-05,7.47655e-05,7.47655e-05
147,4008.73,0.5052,0.26864,0.84358,0.99353,0.98817,0.99464,0.84798,0.61657,0.29561,0.81771,7.42924e-05,7.42924e-05,7.42924e-05
148,4035.82,0.49818,0.26403,0.85105,0.9935,0.98817,0.99458,0.84567,0.62558,0.2906,0.81748,7.38193e-05,7.38193e-05,7.38193e-05
149,4062.98,0.50541,0.27134,0.85113,0.99362,0.98817,0.99464,0.85089,0.60597,0.2895,0.81646,7.33462e-05,7.33462e-05,7.33462e-05
150,4090.06,0.51496,0.27084,0.85012,0.99348,0.98817,0.99417,0.84883,0.61366,0.29344,0.81673,7.28731e-05,7.28731e-05,7.28731e-05
151,4117.12,0.50788,0.27155,0.84952,0.99354,0.98817,0.99465,0.85448,0.5989,0.28764,0.81611,7.23999e-05,7.23999e-05,7.23999e-05
152,4144.18,0.51513,0.27257,0.84475,0.99345,0.98817,0.9947,0.85419,0.62066,0.29168,0.81694,7.19268e-05,7.19268e-05,7.19268e-05
153,4171.29,0.50721,0.27001,0.84874,0.99352,0.98817,0.99423,0.85066,0.60988,0.29187,0.81694,7.14537e-05,7.14537e-05,7.14537e-05
154,4198.4,0.50214,0.269,0.84253,0.9936,0.98817,0.99459,0.84485,0.62915,0.29394,0.8183,7.09806e-05,7.09806e-05,7.09806e-05
155,4225.51,0.49773,0.27254,0.84196,0.99346,0.98817,0.99459,0.85485,0.60687,0.29321,0.81567,7.05075e-05,7.05075e-05,7.05075e-05
156,4252.54,0.50804,0.27669,0.84535,0.99354,0.98817,0.99459,0.85079,0.60267,0.2881,0.81613,7.00344e-05,7.00344e-05,7.00344e-05
157,4279.59,0.49915,0.27046,0.84568,0.99358,0.98817,0.99453,0.8521,0.61404,0.29321,0.81677,6.95613e-05,6.95613e-05,6.95613e-05
158,4306.58,0.50265,0.26553,0.84339,0.99355,0.98817,0.99441,0.8497,0.60686,0.29144,0.81689,6.90882e-05,6.90882e-05,6.90882e-05
159,4333.64,0.50009,0.26781,0.84187,0.99351,0.98817,0.99435,0.84471,0.62403,0.30027,0.82034,6.86151e-05,6.86151e-05,6.86151e-05
160,4360.77,0.50234,0.26806,0.84885,0.99352,0.98817,0.99458,0.85145,0.60687,0.29552,0.81586,6.8142e-05,6.8142e-05,6.8142e-05
161,4387.94,0.4943,0.27094,0.84828,0.99346,0.98817,0.99464,0.84925,0.60614,0.29392,0.8169,6.76689e-05,6.76689e-05,6.76689e-05
162,4415.02,0.5,0.26679,0.84382,0.99349,0.98817,0.99464,0.85213,0.62738,0.29439,0.81757,6.71957e-05,6.71957e-05,6.71957e-05
163,4442.09,0.49172,0.26661,0.84578,0.9935,0.98817,0.9947,0.85203,0.61457,0.2933,0.81742,6.67226e-05,6.67226e-05,6.67226e-05
164,4469.21,0.49039,0.2615,0.8476,0.9934,0.98817,0.99453,0.85876,0.60164,0.29496,0.81638,6.62495e-05,6.62495e-05,6.62495e-05
165,4496.35,0.50547,0.26909,0.84466,0.99353,0.98817,0.99464,0.8531,0.60618,0.29466,0.81577,6.57764e-05,6.57764e-05,6.57764e-05
166,4523.41,0.49685,0.26499,0.8444,0.9935,0.98817,0.99453,0.84986,0.60316,0.29592,0.81591,6.53033e-05,6.53033e-05,6.53033e-05
